iter	RMSE
289	0.0297187935
290	0.02959695879
291	0.02948746852
292	0.02942047856
293	0.02926260614
294	0.0291905402
295	0.02905650371
296	0.02891067735
297	0.02875874745
298	0.02866133788
299	0.02855445786
300	0.02844124418
301	0.02831414256
302	0.02822526389
303	0.02814192489
304	0.0281191309
305	0.02798468123
306	0.02796276967
307	0.02784084416
308	0.02777510247
309	0.02770436635
310	0.02758485103
311	0.02746401396
312	0.02744368278
313	0.02735872435
314	0.02723782537
315	0.02715311552
316	0.02704678624
317	0.0269967221
318	0.0269553527
319	0.02681588255
320	0.02672763275
321	0.02667683465
322	0.02662673975
323	0.02648440715
324	0.02638501263
325	0.02635155817
326	0.02628510339
327	0.02622233435
328	0.02612750776
329	0.02607324225
330	0.02596570197
331	0.02589381983
332	0.02582166003
333	0.02570086096
334	0.02568696041
335	0.02559311842
336	0.02547134454
337	0.02538452693
338	0.02525431175
339	0.0251410812
340	0.02503127765
341	0.02498030481
342	0.02491064361
343	0.02481073477
344	0.02469267327
345	0.02460591437
346	0.02447133457
347	0.02439714858
348	0.02428021003
349	0.02417982694
350	0.02407917774
351	0.02407119909
352	0.02400002223
353	0.02392918737
354	0.02387895351
355	0.02382391945
356	0.02369829484
357	0.02360024546
358	0.02353419035
359	0.02345394292
360	0.02331539374
361	0.02322333995
362	0.02314196055
363	0.02308609301
364	0.02298670225
365	0.02291467438
366	0.02286822548
367	0.02278321372
368	0.02267345985
369	0.02261204245
370	0.02259334369
371	0.0225827844
372	0.02252506151
373	0.02247600744
374	0.02239329241
375	0.02238733665
376	0.02234602887
377	0.02225729639
378	0.02221486639
379	0.02207006815
380	0.02199150788
381	0.02193023207
382	0.02186561083
383	0.02180822569
384	0.02179096008
385	0.021717888
386	0.02171170105
387	0.02159288057
388	0.02155919693
389	0.02148131801
390	0.02144521474
391	0.02138958563
392	0.02128864873
393	0.02120974143
394	0.02117818733
395	0.02112797635
396	0.02107048635
397	0.0210513837
398	0.02097927562
399	0.02088371848
400	0.02081553946
401	0.02073980698
402	0.02069824411
403	0.02063571218
404	0.02062414491
405	0.02059735951
406	0.02052864
407	0.02046146325
408	0.02043352673
409	0.02038654692
410	0.02033126443
411	0.020250188
412	0.02018203978
413	0.02011106754
414	0.02002806096
415	0.01993447441
416	0.01988660872
417	0.01988193592
418	0.01982391157
419	0.01977723486
420	0.01968553151
421	0.01961926687
422	0.01959253188
423	0.01954121255
424	0.01947626761
425	0.01938693175
426	0.01927850387
427	0.01922771673
428	0.01919309529
429	0.01913854807
430	0.01911705196
431	0.0190144146
432	0.01895103698
433	0.01891236235
434	0.01885247912
435	0.01881545274
436	0.01873748475
437	0.01866691993
438	0.01862685734
439	0.01851481603
440	0.01844433648
441	0.01838503148
442	0.01833830418
443	0.01830123876
444	0.01825354913
445	0.01820735373
446	0.01813018976
447	0.01806503018
448	0.01802321396
449	0.01790510122
450	0.01785474948
451	0.01785030663
452	0.01779378777
453	0.01771494536
454	0.01766763324
455	0.01766231386
456	0.01760704647
457	0.01755084428
458	0.01746470378
459	0.01735646343
460	0.0173179342
461	0.01725911229
462	0.0172520334
463	0.0171971935
464	0.01713926651
465	0.01713297165
466	0.01707198609
467	0.01702053758
468	0.01697178997
469	0.01692599447
470	0.01692291984
471	0.01689990718
472	0.01686603329
473	0.01682164348
474	0.01677971396
475	0.01676033738
476	0.01668883785
477	0.01664684048
478	0.01662196617
479	0.01656139931
480	0.0165082752
481	0.0164415098
482	0.01642055327
483	0.01639336627
484	0.01634794605
485	0.01630342632
486	0.01626691088
487	0.01622744361
488	0.01618524183
